price,title,upc
10.23,Greek Mythic History,f201f263d8c23f97
58.79,Hamilton: The Revolution,afa829857f82f99e
30.03,God: The Most Unpleasant Character in All Fiction,eec424a84c9e4c68
28.82,Hold Your Breath (Search and Rescue #1),0b165bd4b9f42fd5
51.48,Angels & Demons (Robert Langdon #1),ad41c24ccac0c7ce
34.2,Angels Walking (Angels Walking #1),1fbb5f786e53a0ce
28.01,Barefoot Contessa Back to Basics,999912e63a3262ae
32.01,Batman: Europa,bf68dcb5fad3cc8c
17.03,Balloon Animals,9b65f676984c9f0c
50.62,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,0e0da9192a025efc
58.14,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),41164b8ac02a2c42
48.8,Art Ops Vol. 1,ffdc825785c0ede8
46.23,Carrie,5f22418922fa728b
49.32,Brain on Fire: My Month of Madness,a80f66b254fe9eb3
31.85,"Carry On, Warrior: Thoughts on Life Unarmed",1b0fc9f777cad045
37.8,Buying In: The Secret Dialogue Between What We Buy and Who We Are,16ef91b9d827859c
50.83,Catching Jordan (Hundred Oaks),e2e7b683b4c15b7d
47.27,City of Ashes (The Mortal Instruments #2),8a6ec2761f91dad2
43.28,City of Bones (The Mortal Instruments #1),5b987e54ee72525c
20.29,Cell,bfbb54bc8cdeed2b
11.23,City of Fallen Angels (The Mortal Instruments #4),1e264c677d4ee4ae
44.14,Clockwork Angel (The Infernal Devices #1),42b0c50fc44140ec
56.02,City of Glass (The Mortal Instruments #3),966ebb738e0f9d9b
22.13,Code Name Verity (Code Name Verity #1),33a3e0e3ffde0dcd
46.29,The Silent Sister (Riley MacPherson #1),ce1ae197ada2aec4
32.3,The Star-Touched Queen,4a7a25be293ad678
37.55,Tipping Point for Planet Earth: How Close Are We to the Edge?,148715df5a02ea5e
11.53,My Kitchen Year: 136 Recipes That Saved My Life,8bbd7df8a324f31d
27.06,13 Hours: The Inside Account of What Really Happened In Benghazi,4be9d1910f8a4e80
13.86,Will You Won't You Want Me?,077b635ff2afc578
37.86,Rook,44d97b6707dae3f0
38.73,Searching for Meaning in Gailana,2f0213137a80d485
55.51,A Brush of Wings (Angels Walking #3),01a177623cce9596
21.8,1491: New Revelations of the Americas Before Columbus,6e8e5626ac4d279e
13.33,"The Three Searches, Meaning, and the Story",ac5e0d3938caf686
14.58,A Distant Mirror: The Calamitous 14th Century,d5e0526e1ab682a3
40.79,A People's History of the United States,1ad06aed9349af46
56.48,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",c1379d3744f1dd2c
39.72,A Man Called Ove,8682c03de6a844ff
16.73,A Study in Scarlet (Sherlock Holmes #1),63ee5bc46066a8a8
48.35,A Time of Torment (Charlie Parker #14),4416c474713ec1f5
10.9,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",5319169a72714c62
56.37,Abstract City,cf1aa2fc02a7d1e0
29.87,All the Light We Cannot See,39861fc1c0845d15
20.55,"Love, Lies and Spies",9546d537fbf99eb6
58.32,How to Speak Golf: An Illustrated Guide to Links Lingo,b978c9852cde91bd
35.28,Most Wanted,c039f5aceb093537
54.36,Murder at the 42nd Street Library (Raymond Ambler #1),e7fe3bf2768602cf
15.71,One with You (Crossfire #5),81ef44fcc5f454df
54.65,No Love Allowed (Dodge Cove #1),db84624b151cbe06
26.8,Poisonous (Max Revere Novels #3),abdd91e96515a617
36.97,Psycho: Sanitarium (Psycho #1.5),b8d7b3f5c7a95d65
43.14,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,8976d9161c027142
49.67,Raspberry Pi Electronics Projects for the Evil Genius,ebf81a62e4798fd1
48.05,Stars Above (The Lunar Chronicles #4.5),b63ea3f7a57ae099
21.21,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,f40fea200e0c644f
59.9,The Diary of a Young Girl,54fc03f1e1d355db
11.88,The Children,64fd010bf8d15096
56.54,The Dinner Party,c6ca293d4810e0d5
14.44,The Epidemic (The Program 0.6),f732d7d18a91d2ba
39.43,The Golden Condom: And Other Essays on Love Lost and Found,235fa48eeed11d82
59.15,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,3063c7e95d0bf76f
47.67,Off the Hook (Fishing for Trouble #1),b783ce08802cd1d1
26.2,The Midnight Watch: A Novel of the Titanic and the Californian,14e44163678e24dc
33.26,The Lonely City: Adventures in the Art of Being Alone,582a21a1dbbef3cf
13.71,Playing with Fire,05a61a3bd8ca4149
21.15,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",b06599b108e83f98
48.74,Sleeping Giants (Themis Files #1),f435aa99d864077d
53.98,Take Me Home Tonight (Rock Star Romance #3),cf62fa272b5f0fa3
21.0,The Art of Startup Fundraising,1c584f82a7a1c4f0
11.68,"The Sleep Revolution: Transforming Your Life, One Night at a Time",985991708c47003e
59.45,The Improbability of Love,437d8dea9272d0a9
27.26,The Widow,6159d8b187831770
48.39,Troublemaker: Surviving Hollywood and Scientology,515cb8fcafb1ad98
38.77,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",a4eef523118805ef
39.01,A Paris Apartment,63343e287971bb0c
59.48,Boar Island (Anna Pigeon #19),49b24c6a41b82bd2
40.83,Dirty (Dive Bar #1),df7e628bad5782b4
56.86,Equal Is Unfair: America's Misguided Fight Against Income Inequality,3968e3fbf4695d7c
56.51,Eleanor & Park,6983328f15506cb9
48.64,Can You Keep a Secret? (Fear Street Relaunch #4),d069086944f2e330
20.1,Everyday Italian: 125 Simple and Delicious Recipes,76319fe9d8b465a3
41.46,Furiously Happy: A Funny Book About Horrible Things,c6a29d6df8de968c
11.84,Hide Away (Eve Duncan #20),bddc6fd036eb6279
49.71,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,96aa539bfd4c07e2
24.57,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",34669b2e9d407d3a
48.48,11/22/63,a9d7b75461084a26
14.75,A Gentleman's Position (Society of Gentlemen #3),40c4bf520c17de54
19.53,A Mother's Reckoning: Living in the Aftermath of Tragedy,2b69dec0193511d9
20.88,Adultery,bb967277222e689c
21.36,Arena,2c34f9432069b52b
21.59,Born for This: How to Find the Work You Were Meant to Do,816180220e8cb419
20.5,Cravings: Recipes for What You Want to Eat,2587c54f5530dafc
16.34,Daredevils,f608c903c451f387
51.34,"Exit, Pursued by a Bear",c65c25d990fc7025
48.49,Grey (Fifty Shades #4),b5953ca1f8a0b8d7
56.27,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,ce8666d9b42fc9a0
40.85,Lab Girl,825d6c44da3ca5a6
20.46,Keep Me Posted,20dc4f1ac5d4fd9c
45.14,Lies and Other Acts of Love,469508882dfc1991
27.18,M Train,5569c3fea112718e
17.28,Lilac Girls,bade9943ee01b63f
16.89,"Mother, Can You Not?",28b2df9fadc9f07e
13.34,Mothering Sunday,47e1b2d43f709995
33.95,"Fruits Basket, Vol. 9 (Fruits Basket #9)",97187f5cf0385da3
33.23,Don't Forget Steven,e845d305f64154f1
43.68,Dress Your Family in Corduroy and Denim,7e9068872228c474
20.91,If I Gave You God's Phone Number....: Searching for Spirituality in America,8fab4c4f6f82a4ce
10.41,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",ee6c67859d70186b
47.44,Modern Day Fables,6baac632f7711e26
25.08,Nap-a-Roo,913e7109cec0cb4c
54.81,Suzie Snowflake: One beautiful flake (a self-esteem story),0e095ed785af7e43
52.98,The Art and Science of Low Carbohydrate Living,f9c87ccb2bc4853b
54.4,The Alien Club,e77594ece9b9d1fe
24.57,The Book of Mormon,3f25a2fedae191cc
44.05,The New Brand You: Your New Image Makes the Sale for You,4b50fb1359ebf35d
12.34,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",65cfc9f242c2984a
55.91,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",ca74f2e3c35a3e77
16.68,The Flowers Lied,33396269bcce166f
28.03,The Shack,903a9f8090104c2c
11.82,Underlying Notes,0967effecd292a86
58.87,Unlimited Intuition Now,4fd0a2a350f016e6
58.05,Watchmen,d1848064c54e01c7
48.27,Without Shame,ab60e6f5a63e1cfb
38.89,Smarter Faster Better: The Secrets of Being Productive in Life and Business,a2475a245c9907c4
58.33,Silence in the Dark (Logan Point #4),e46a164cf310fd7d
39.67,Shadows of the Past (Logan Point #1),bee6e93e9976f4fa
28.93,South of Sunshine,331c26103d885cae
36.91,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,a2308a936e898d48
35.88,The Grownup,1bba4b1ba23ed2d6
28.45,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",5a0d2e9284004266
43.62,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),e0bdd79c7304ee8d
51.15,The High Mountains of Portugal,4f283dfcbeccc0d4
41.39,The Martian (The Martian #1),9afd00e81d6208e6
43.02,The New Drawing on the Right Side of the Brain,3eec766dda26fa64
36.94,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,1809259a5a5f1d8d
39.36,When Breath Becomes Air,b69c852e7e3956af
17.76,Why Not Me?,04f6c929888f4f11
34.06,"Zero to One: Notes on Startups, or How to Build the Future",e77033ce559947f7
35.79,23 Degrees South: A Tropical Tale of Changing Whether...,61cf7eb9d2cd8bb0
50.49,A Hero's Curse (The Unseen Chronicles #1),c181ca8eabe7d18c
56.63,A Shard of Ice (The Black Symphony Saga #1),63d5f1651880dcea
48.63,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,d6d9ffea95f2f8bf
35.92,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,7186241e043de5dc
10.29,History of Beauty,8a150fd8ff5d7686
40.45,Howl and Other Poems,b7870fa6dc088fbb
44.21,I Will Find You,bbf1ea50be8008ab
21.96,Hystopia: A Novel,0bfdef63285d3019
20.22,John Vassos: Industrial Design for Modern Life,bd26e8a79a856c31
56.48,I'll Give You the Sun,0ab4b35dcffcffd1
47.13,Kierkegaard: A Christian Missionary to Christians,0cf57cb49272fd37
40.72,Left Behind (Left Behind #1),29af1a2566c4e36e
45.05,Kill 'Em and Leave: Searching for James Brown and the American Soul,39eefec3a8498dde
29.04,Les Fleurs du Mal,c44c5e1425475206
29.48,Man's Search for Meaning,4729afff3bea0f0a
12.55,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,044534b0b28b4e87
25.06,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",4d3a4c7b442a9a4e
58.54,Miller's Valley,bff270fe9c86a5a9
36.39,My Life Next Door (My Life Next Door ),9a7291b89bd5445c
31.19,Please Kill Me: The Uncensored Oral History of Punk,4a823d80aa30dbb0
53.64,Out of Print: City Lights Spotlight No. 14,c0fc0cd215ee1724
54.21,Proofs of God: Classical Arguments from Tertullian to Barth,d56d0710668bb39c
21.82,Rising Strong,52fc458ffc756faf
35.96,The Whale,0ff9d10864db8364
14.1,Roller Girl,aeb51dfbe8aeec59
34.72,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,4a0b78598b42897a
25.55,Toddlers Are A**holes: It's Not Your Fault,4242cc3d0437db12
37.33,Under the Tuscan Sun,a94350ee74deaa07
46.33,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,48cb52d78c992487
53.63,32 Yolks,b1a227b7609ff263
12.08,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,88ec621893e595d0
25.37,What Happened on Beale Street (Secrets of the South Mysteries #2),9735c969c652dd89
22.14,Wildlife of New York: A Five-Borough Coloring Book,b46d022080543144
44.48,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",f16c2edb2a603f92
13.2,"A Murder Over a Girl: Justice, Gender, Junior High",fef91502cbacf23a
55.06,Being Mortal: Medicine and What Matters in the End,15ebd83e53d0391b
56.91,Between the World and Me,04e3de7ac35ec5cd
19.22,Brazen: The Courage to Find the You That's Been Hiding,77e9ea355bd8ae57
37.51,Death by Leisure: A Cautionary Tale,4dbd54d9e36c9566
11.45,Brilliant Beacons: A History of the American Lighthouse,7f5157bf53065d36
28.41,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,0c11e2d068768dbb
43.64,Ender's Game (The Ender Quintet #1),e049d44c4f1cf1b2
55.65,Future Shock (Future Shock #1),df6a7c43faa6732b
52.86,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,d48c1369927ebef1
32.38,Playing from the Heart,68008abf6409dfde
51.74,"Rich Dad, Poor Dad",8486f61aa81a3daa
34.41,Raymie Nightingale,31c56c4d0fe19340
20.9,"Sit, Stay, Love",bd087cf6a846db75
20.9,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,8776181be110838a
40.2,Sister Dear,7ffebdd1d5148aef
52.87,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",9639e89d20228e6e
20.12,Team of Rivals: The Political Genius of Abraham Lincoln,ba047a636b7d3793
33.17,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,5fbd03b1ac0a0e69
52.3,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),20789fb17b423c4c
32.34,The Art Book,4b8fa561a1e52d1c
42.78,The Bourne Identity (Jason Bourne #1),d250657f0ebc5d73
16.62,The Constant Princess (The Tudor Court #1),24933c712f0bca2f
35.67,The Drowning Girls,7a10353c9c54cf7c
39.55,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,57f85720e54d6442
16.24,The Glass Castle,47f4fd3e8e1dac05
49.03,The Good Girl,f935412970c9f58f
36.05,The Great Gatsby,a8dbf1c6b41b885a
10.01,The Origin of Species,0345872b14f9e774
41.14,The Story of Art,9147c5251cc99eb1
25.77,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,a322361a37a78d3d
52.6,"Chronicles, Vol. 1",4781b6bfd6f7a2c5
17.97,Counted With the Stars (Out from Egypt #1),4807043b8218e9ce
20.89,Delivering the Truth (Quaker Midwife Mystery #1),4e980425468708da
12.16,Every Heart a Doorway (Every Heart A Doorway #1),4fa75fc6829431ca
46.64,Finding God in the Ruins: How God Redeems Pain,4e78f06160b717ac
45.13,For the Love: Fighting for Grace in a World of Impossible Standards,2e40333991f56f45
19.57,"Fruits Basket, Vol. 7 (Fruits Basket #7)",de6d7645f192d517
37.05,Good in Bed (Cannie Shapiro #1),c00bc29a678a6efb
28.25,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,eff5710404e2ff78
46.01,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),2a9fcb3382d351c8
57.43,John Adams,68407606544d6f22
39.61,King's Folly (The Kinsman Chronicles #1),4c82371b8cd02d4d
51.17,Leave This Song Behind: Teen Poetry at Its Best,b74ee891e2a6dd69
13.22,Life of Pi,40cdcbb7692fd408
28.77,Like Never Before (Walker Family #2),b6670507e85b30e6
43.58,Meternity,725cd8d23d78cdca
49.67,Memoirs of a Geisha,dac4b5847454fd9b
11.38,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",924438fc6cbec836
50.35,Nightstruck: A Novel,746029796363aa51
15.42,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),3d250ab0f12be445
10.27,The Fellowship of the Ring (The Lord of the Rings #1),cb17945cb90b7837
15.79,The Girl You Left Behind (The Girl You Left Behind #1),eb7459e0c570251d
46.85,The God Delusion,2bc80eba94950873
18.77,The Golden Compass (His Dark Materials #1),d33824cb93ecab6f
30.54,The Great Railway Bazaar,48736df57e7bec9f
17.8,The Hobbit (Middle-Earth Universe),72b5355dda190b6a
37.34,The Invention of Wings,e6635f5b0a2c78db
43.27,The Joy of Cooking,d326e189b1210916
31.58,The Makings of a Fatherless Child,2efa5a839e62b1bd
59.45,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,60376aa71be66083
55.02,The Perks of Being a Wallflower,fd364afd082f5446
24.8,The Mysterious Affair at Styles (Hercule Poirot #1),2da5edf8b5776c9a
39.67,The Rise and Fall of the Third Reich: A History of Nazi Germany,774fa432bd7d9c47
57.84,The Sound Of Love,5ba3d703d1ae0c1d
44.81,A Gathering of Shadows (Shades of Magic #2),d1378a0ad06ff979
44.34,A Summer In Europe,cc1936a9f4e93477
52.4,A Short History of Nearly Everything,6c7fa6844380f50a
29.93,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",6b52904b2ab91bf6
48.19,Benjamin Franklin: An American Life,5b546a46a86a9d8c
56.88,A Year in Provence (Provence #1),9e60929f521fa280
21.3,An Unquiet Mind: A Memoir of Moods and Madness,46cb43c2ab133ccc
39.61,Better Homes and Gardens New Cook Book,faf841f81c52638b
58.55,Catherine the Great: Portrait of a Woman,f3c70d296ec796c4
36.39,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",6e06d0f00f6da20f
40.32,Deception Point,4e3b183180e2a992
20.96,"Fruits Basket, Vol. 6 (Fruits Basket #6)",97258f576d4bb672
56.59,Fun Home: A Family Tragicomic,56a34d0cec11d6b0
42.14,"Girl, Interrupted",384c7d41d5ffe9d1
18.32,Give It Back,012170e4fc87ace0
46.49,How to Stop Worrying and Start Living,e792c0969cefe1b8
49.98,In Cold Blood,fe0f34ebed689381
38.38,In the Woods (Dublin Murder Squad #1),6958de044cb28a84
19.02,Me Before You (Me Before You #1),7a2b51f69e81c722
46.58,Musicophilia: Tales of Music and the Brain,6d235933670503d9
48.51,Mere Christianity,f38f37ed934d84b2
19.27,Pride and Prejudice,720c36b2bee4692e
30.6,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,8d8e9f9b8730eb25
50.96,Tell the Wolves I'm Home,2a1b3d967cda1da2
59.92,The Barefoot Contessa Cookbook,6478ccb4416e6a5d
44.58,The Expatriates,fe7210553d56c097
56.0,The False Prince (The Ascendance Trilogy #1),a2a9f76339d21ab1
45.56,The Firm,ad84f18659e6bfe2
47.22,The Fault in Our Stars,3661360c99719414
13.76,The Grand Design,3213b1f13f5f0f7c
55.91,The Hiding Place,c4589ee5977a47be
24.73,The Little Paris Bookshop,dfd9ff1f343cdaff
42.91,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,0d210d2448c3018f
28.58,The Metamorphosis,93379e3a2072a01b
57.74,The Raven Boys (The Raven Cycle #1),e0b3a679b83caccc
11.05,The Power Greens Cookbook: 140 Delicious Superfood Recipes,f701fae56b645ef7
30.57,The Raven King (The Raven Cycle #4),2e4fc5eacceec12c
15.08,The Secret Garden,abbb492978ff656d
48.67,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,759ee7d059b1beb8
38.4,This Is Your Brain on Music: The Science of a Human Obsession,bc209a900101f28d
14.64,Two Summers,3a7d54a264d9f33e
41.73,Where She Went (If I Stay #2),60369d96b7b80869
47.31,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",e75f3ae1da1cc652
32.97,World Without End (The Pillars of the Earth #2),2e5b4ff08a75fd02
53.68,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,163d89116179c33f
15.52,Kill the Boy Band,44f545727e704187
59.98,Last One Home (New Beginnings #1),07e6810fd3236bda
13.12,Logan Kade (Fallen Crest High #5.5),7093cf549cd2e7de
31.49,Killing Floor (Jack Reacher #1),8dde2ff3f6fcc0a3
23.63,Lola and the Boy Next Door (Anna and the French Kiss #2),5e1a88d248599768
22.54,Maybe Something Beautiful: How Art Transformed a Neighborhood,81c68492ccd72941
24.91,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,12a90b90283b2e6d
31.63,My Mother Was Nuts,a4ce39a3720cd679
34.22,Siddhartha,84bb29c53592ac40
16.28,Peak: Secrets from the New Science of Expertise,6036239d2ab349b7
23.37,Red Dragon (Hannibal Lecter #1),e958ae92f328c181
11.48,Remember Me?,2973d38c2fbd7a5c
45.51,Tell the Wind and Fire,84126312e2431a09
41.81,Tell Me Three Things,50d5a7b861ed1c54
16.23,Shiver (The Wolves of Mercy Falls #1),59a8ae019b64f2a7
25.15,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,1dba84766a5e87b8
11.33,The Darkest Corners,c4182bdb53e2459a
11.83,The 5th Wave (The 5th Wave #1),b716233fcb6877e6
38.77,The Crossover,b228042c088b1913
34.5,The Dream Thieves (The Raven Cycle #2),fec06f52054ea900
51.22,America's War for the Greater Middle East: A Military History,add33db6ff80db24
58.81,Approval Junkie: Adventures in Caring Too Much,612369a5947a012e
10.0,An Abundance of Katherines,f36d24c309e87e5b
17.49,Booked,b54d7416bb445989
34.13,"Blue Lily, Lily Blue (The Raven Cycle #3)",ad5e078beceaeb4a
20.75,Critique of Pure Reason,429b4a811bef386c
32.35,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",bcf567421c581f0a
52.41,"Death Note, Vol. 5: Whiteout (Death Note #5)",1c0a38899c82b60a
38.7,Drama,d5ad4c92d8bf26c9
35.63,Dracula the Un-Dead,e46b1074b99ac4b6
58.0,Digital Fortress,94bb629a3f6dd00b
16.96,Fool Me Once,630e766f0a1987dd
42.27,Evicted: Poverty and Profit in the American City,75cc85cdbe9ad46b
22.37,Find Her (Detective D.D. Warren #8),b28c7d07afa7063b
32.42,Foundation (Foundation (Publication Order) #1),3fc124f59f3068e4
36.55,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),d219d4e325e6f204
23.32,Harry Potter and the Deathly Hallows (Harry Potter #7),6c49258724f11770
16.33,"Fruits Basket, Vol. 5 (Fruits Basket #5)",3fd83dcf37bf1bc0
38.13,If I Stay (If I Stay #1),7284d85428305f5a
13.73,Some Women,31f5bbf4974d29c9
48.13,Isla and the Happily Ever After (Anna and the French Kiss #3),45045146dbf7b009
59.71,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),9c4d061c1e2fe6bf
46.08,The Beast (Black Dagger Brotherhood #14),8930013d06942df1
52.11,The Demonists (Demonist #1),ff2dffba388d9922
27.88,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",df53c2948b32bde3
28.23,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,c65ee14957c0fa5c
14.82,The Hound of the Baskervilles (Sherlock Holmes #5),6587f46697fc4443
